run,design,loc,base_run,X1,X2,X3,dz_mm,center_gap_mm,sphere_pen_mm,lift_mm,surf_z_mm
557,11,7,56,510.8000,555.3432,715.6723,102.0073,2.0056,-1.7389,0.0000,631.1667
558,11,8,56,510.8630,-244.6568,715.6765,102.0115,2.0056,-1.7048,0.0000,631.1709
559,11,9,56,94.3893,455.3432,661.5833,47.9183,2.0056,-0.2598,0.0000,577.0776
560,11,10,56,-33.5021,-444.6568,595.7718,-17.8932,2.0056,1.5817,0.0000,511.2662
561,11,11,56,481.4907,855.3432,694.1675,80.5025,2.0056,-1.5248,0.0000,609.6619
562,11,12,56,-128.1311,755.3432,565.0968,-48.5682,2.0056,1.6502,1.6090,478.9822
563,11,13,56,-306.7720,255.3432,537.0431,-76.6219,2.0056,1.6502,2.5408,449.9967
564,11,14,56,576.5633,355.3432,726.3085,112.6435,2.0056,-1.7660,0.0000,641.8029
565,11,15,56,576.5583,-44.6568,726.3082,112.6432,2.0056,-1.7644,0.0000,641.8025
566,11,16,56,278.6628,355.3432,695.8650,82.2000,2.0056,-1.3687,0.0000,611.3594
567,11,17,56,-205.2068,-44.6568,572.1668,-41.4982,2.0056,1.6501,3.0858,484.5754
568,11,18,56,556.6869,-444.6568,696.0199,82.3549,2.0056,0.8049,0.0000,611.5143
569,11,19,56,260.5862,-344.6568,670.6570,56.9920,2.0056,1.6501,0.5616,585.5899
570,11,20,56,-110.8354,355.3432,610.8729,-2.7921,2.0056,1.6504,2.0849,524.2824
571,11,21,56,377.7089,-44.6568,707.8177,94.1527,2.0056,-1.5035,0.0000,623.3120
572,11,22,56,312.7224,555.3432,691.2776,77.6126,2.0056,-0.9374,0.0000,606.7720
573,11,23,56,-77.2524,-244.6568,608.5561,-5.1089,2.0056,1.6501,0.8809,523.1696
574,11,24,56,-77.3130,555.3432,608.4884,-5.1766,2.0056,1.6501,0.8382,523.1447
575,11,25,56,657.1662,655.3432,722.9931,109.3281,2.0056,-1.5800,0.0000,638.4875
576,11,26,56,565.5359,155.3432,725.3718,111.7068,2.0056,-1.6729,0.0000,640.8661
577,11,27,56,357.7544,755.3432,675.6093,61.9443,2.0056,-0.7090,0.0000,591.1036
578,11,28,56,270.4669,55.3432,691.8196,78.1546,2.0056,-1.2215,0.0000,607.3139
579,11,29,56,-306.7556,55.3432,537.0754,-76.5896,2.0056,1.6502,2.5664,450.0034
580,11,30,56,160.1126,-444.6568,645.6116,31.9466,2.0056,-0.3600,0.0000,561.1059
581,11,31,56,656.8107,-344.6568,722.9547,109.2897,2.0056,-1.5588,0.0000,638.4491
582,11,32,56,66.2616,-344.6568,627.5279,13.8629,2.0056,1.6502,3.2975,539.7249
583,11,33,56,66.6051,655.3432,627.6119,13.9469,2.0056,1.6502,3.2847,539.8216
584,11,34,56,291.0172,-144.6568,694.0758,80.4108,2.0056,-1.1966,0.0000,609.5702
585,11,35,56,171.6919,255.3432,676.1206,62.4556,2.0056,-0.7878,0.0000,591.6149
586,11,36,56,389.9592,455.3432,706.7964,93.1314,2.0056,-1.4926,0.0000,622.2908
587,11,37,56,-23.5537,255.3432,632.8642,19.1992,2.0056,0.6783,0.0000,548.3586
588,11,38,56,481.3422,-544.6568,694.1494,80.4844,2.0056,-1.5308,0.0000,609.6437
589,11,39,56,556.6876,755.3432,696.0364,82.3714,2.0056,0.8348,0.0000,611.5308
590,11,40,56,-2.7459,-144.6568,639.8043,26.1393,2.0056,0.6238,0.0000,555.2987
591,11,41,56,357.7543,-444.6568,675.6092,61.9442,2.0056,-0.7091,0.0000,591.1036
592,11,42,56,283.5723,855.3432,665.5166,51.8516,2.0056,-0.9840,0.0000,581.0110
593,11,43,56,-193.0211,455.3432,577.1297,-36.5353,2.0056,1.6502,3.7157,488.9084
594,11,44,56,468.9423,255.3432,715.9637,102.2987,2.0056,-1.7600,0.0000,631.4581
595,11,45,56,-217.2723,155.3432,575.3034,-38.3616,2.0056,1.6502,1.5384,489.2593
596,11,46,56,468.9599,55.3432,715.9655,102.3005,2.0056,-1.7625,0.0000,631.4599
597,11,47,56,457.9314,-344.6568,702.4139,88.7489,2.0056,-0.7618,0.0000,617.9083
598,11,48,56,458.2863,655.3432,702.4506,88.7856,2.0056,-0.9284,0.0000,617.9450
599,11,49,56,260.9358,655.3432,670.7298,57.0648,2.0056,1.6501,0.5627,585.6615
600,11,50,56,-125.5168,-344.6568,567.0988,-46.5662,2.0056,1.6502,0.6015,481.9917
